question,Review,question_type,difficulty,source_file,question_id
Πόσο είναι το ποσό του κοινωνικού μερίσματος που διατίθεται για το έτος 2013;,Reject,factual,easy,doc-7610,1
"Αν ένας Συνοριακός Φύλακας δεν υποβάλει αίτηση μονιμοποίησης μέσα στην προθεσμία που ορίζει η διαταγή του Αρχηγού της Ελληνικής Αστυνομίας, ποια είναι η συνέπεια και ποια διαδικασία ακολουθείται για την απόλυσή του;",Accept,factual,medium,doc-71657,220
Ποιο είναι το ανώτατο χρηματικό όριο για προμήθειες χωρίς διαγωνισμό σύμφωνα με το Π.Δ. 284/89;,Reject,factual,easy,doc-31401,221
Γιατί οι προμήθειες που υπερβαίνουν τις 450.000 δραχμές απαιτούν διαγωνισμό ή δημόσιο διαγωνισμό και όχι απλή έγγραφη προσφορά;,Reject,inferential,medium,doc-31401,222
"Αν μια επιχείρηση προμηθεύει υλικά για τις Ένοπλες Δυνάμεις και η συνολική δαπάνη είναι 1.600.000 δραχμές, ποια διαδικασία προμήθειας πρέπει να ακολουθηθεί και ποιος μπορεί να μειώσει τα χρηματικά όρια αυτής της διαδικασίας;",Reject,factual,medium,doc-31401,223
"Ποιο είναι το ποσοστό της πρόσθετης ειδικής εισφοράς που καταβάλλεται στο ΙΚΑ-ΕΤΑΜ για την ασφάλιση αναπηρίας, γήρατος και θανάτου προσώπων που υπάγονται πριν από την 1.1.1993;",Reject,factual,easy,doc-7948,224
Γιατί η υποβολή της Αναλυτικής Περιοδικής Δήλωσης (ΑΠΔ) από τους εργοδότες γίνεται σε διαφορετικές ημερομηνίες ανάλογα με το τελευταίο ψηφίο του αριθμού μητρώου τους και πώς επηρεάζει αυτό τη συμμόρφωση με τις προθεσμίες;,Reject,inferential,medium,doc-7948,225
"Αν μια επιχείρηση καθυστερήσει την καταβολή των ασφαλιστικών εισφορών στο ΙΚΑ-ΕΤΑΜ για δύο μήνες μετά την προβλεπόμενη προθεσμία, ποιο είναι το πρόσθετο τέλος που θα επιβληθεί και πώς υπολογίζεται η συνολική προσαύξηση των εισφορών;",Accept,factual,hard,doc-7948,226
Πόσο είναι το κατώτατο και ανώτατο όριο της χρηματικής ποινής που μπορεί να επιβληθεί σύμφωνα με το άρθρο 1 του νόμου 2145/1993;,Reject,factual,easy,doc-7819,227
Γιατί το συμβούλιο πλημμελειοδικών μπορεί να μετατρέψει ποινή φυλάκισης άνω των δύο ετών σε χρηματική ποινή μόνο αν έχει εκτιθεί το ήμισυ της ποινής και το υπόλοιπο δεν υπερβαίνει τα δύο έτη;,Accept,analytical,medium,doc-7819,228
"Αν ένας αλλοδαπός κρατούμενος που έχει εισέλθει παράνομα στη χώρα και εκτίει ποινή φυλάκισης πληροί τις προϋποθέσεις μετατροπής της ποινής σε χρηματική, τι διαδικασία ακολουθείται για την απέλασή του και πώς επηρεάζει η αίτηση μετατροπής την απέλαση;",Accept,factual,medium,doc-7819,229
Μέχρι πότε καταβάλλεται η οικογενειακή παροχή μαζί με τη σύνταξη για όσους λαμβάνουν σύνταξη πριν την 1.1.2019;,Reject,factual,easy,doc-6723,230
Πώς επηρεάζει η εφαρμογή της προσωπικής διαφοράς τον υπολογισμό της σύνταξης μετά την 1.1.2019 σύμφωνα με τις τροποποιήσεις του ν. 4387/2016;,Reject,factual,medium,doc-6723,231
Ποια είναι η προθεσμία που έχουν οι φορείς του άρθρου 23 για να καταχωρίσουν τις ανάγκες τους στο Μητρώο Κεντρικοποίησης Προμηθειών μετά την κοινοποίηση του Επιχειρησιακού Σχεδίου Κεντρικοποίησης Προμηθειών (Ε.Σ.Κ.Π.) από την Ε.Κ.Α.Π.Υ. και ποια διαδικασία ακολουθείται για τυχόν τροποποιήσεις;,Reject,factual,medium,doc-6723,232
Ποιο πανεπιστήμιο ιδρύει το Τμήμα Μάρκετινγκ Αγροτικών Προϊόντων και πού έχει έδρα;,Reject,factual,easy,doc-73052,233
Γιατί η Προσωρινή Γενική Συνέλευση είναι απαραίτητη μέχρι την αυτοδύναμη λειτουργία του Τμήματος Μάρκετινγκ Αγροτικών Προϊόντων;,Reject,inferential,medium,doc-73052,234
Πώς επηρεάζει η κατάργηση της Σχολής Διαχείρισης Φυσικών Πόρων και Επιχειρήσεων στο Πανεπιστήμιο Ιωαννίνων τη διαχείριση του προσωπικού και του υλικοτεχνικού εξοπλισμού;,Accept,factual,medium,doc-73052,235
Ποια είναι η έδρα της Δημοτικής Επιχείρησης Ύδρευσης - Αποχέτευσης Λέρου;,Accept,factual,easy,doc-68051,236
Γιατί η Δημοτική Επιχείρηση Ύδρευσης - Αποχέτευσης Λέρου μπορεί να επιβάλλει ειδικό τέλος επί της αξίας του ύδατος που καταναλώνεται για δέκα χρόνια;,Reject,factual,medium,doc-68051,237
"Αν η «ΑΧΑΪΚΗ ΠΙΣΤΗ Συνεταιριστική Τράπεζα Συν. ΠΕ» ξεκινήσει τη λειτουργία της ως πιστωτικό ίδρυμα, μέσα σε πόσες ημέρες πρέπει να ενημερώσει την Τράπεζα της Ελλάδος και τι ακριβώς πρέπει να αναγγείλει;",Reject,factual,easy,doc-68051,238
Ποιος είναι ο αρμόδιος φορέας για την επιβολή διοικητικών προστίμων σε επιχειρήσεις τροφίμων που δεν συμμορφώνονται με τη νομοθεσία;,Accept,factual,medium,doc-3279,239
Γιατί η αρμόδια αρχή επιβάλλει μέτρα αναστολής ή ανάκλησης της άδειας λειτουργίας μιας εγκατάστασης τροφίμων όταν διαπιστώνεται μη συμμόρφωση που θέτει σε κίνδυνο τη δημόσια υγεία και πώς διασφαλίζεται η τήρηση των διορθωτικών μέτρων από την επιχείρηση;,Accept,analytical,hard,doc-3279,240
"Αν η επιχείρησή μου λάβει απόφαση αναστολής λειτουργίας της εγκατάστασής της λόγω μη συμμόρφωσης, ποια είναι η διαδικασία για την άρση αυτής της απόφασης και ποιος είναι ο ρόλος των ελεγκτών στην επιβεβαίωση της συμμόρφωσης πριν την επαναλειτουργία;",Accept,factual,medium,doc-3279,241
Σε πόσες Υγειονομικές Περιφέρειες έχει οριστεί να διαιρείται η χώρα;,Accept,factual,easy,doc-28766,242
Γιατί η εκλογική επιτροπή των Επιμελητηρίων πρέπει να συγκροτείται τουλάχιστον έξι μήνες πριν τη λήξη της θητείας του Διοικητικού Συμβουλίου;,Reject,inferential,medium,doc-28766,243
"Αν μια Ανώνυμη Εταιρεία δεν ορίσει τους εκπροσώπους της για τις εκλογές του Επιμελητηρίου τέσσερις μήνες πριν την ημερομηνία διεξαγωγής, ποια είναι η διαδικασία και οι συνέπειες;",Accept,factual,medium,doc-28766,244
Ποια είναι η ημερομηνία δημοσίευσης του Προεδρικού Διατάγματος για τη σύσταση του Δημοτικού Λιμενικού Ταμείου Νότιας Κυνουρίας;,Reject,factual,easy,doc-74252,245
Γιατί η μετατροπή των ειδικών άμισθων υποθηκοφυλακείων σε έμμισθα συνοδεύεται από την ίδρυση οργανικών θέσεων με συγκεκριμένες κατηγορίες υπαλλήλων;,Reject,analytical,medium,doc-74252,246
"Αν η εταιρεία μου δραστηριοποιείται στην περιοχή της Νότιας Κυνουρίας, ποιες αλλαγές επιφέρει η κατάργηση των Δημοτικών Λιμενικών Ταμείων Τυρού και Λεωνιδίου για τη διαχείριση των λιμενικών υποθέσεων;",Accept,inferential,medium,doc-74252,247
Ποια είναι η ηλικία που πρέπει να συμπληρώσει η θυγατέρα ασφαλισμένου του Ταμείου Νομικών για να λάβει την εφάπαξ επικουρική παροχή;,Accept,factual,easy,doc-71527,248
Γιατί η εποπτεία του Υπουργού Γεωργίας επί των Αγροτικών Συνεταιριστικών Οργανώσεων περιλαμβάνει και τον έλεγχο της καταβολής των συνεταιρικών μερίδων από τα μέλη;,Reject,analytical,medium,doc-71527,249
"Σε περίπτωση που μια Αγροτική Συνεταιριστική Οργάνωση δεν τηρεί το καταστατικό της και δεν λαμβάνει βεβαίωση νόμιμης λειτουργίας, ποιες είναι οι συνέπειες για τη συμμετοχή της σε διαγωνισμούς του Δημοσίου και την ένταξή της σε εθνικά ή κοινοτικά προγράμματα;",Accept,factual,medium,doc-71527,250
Ποια είναι η ημερομηνία δημοσίευσης του Προεδρικού Διατάγματος για την ίδρυση του Τμήματος Ασφαλείας Περάματος Ρεθύμνης;,Reject,factual,easy,doc-30775,251
Γιατί απαιτείται πιστοποιητικό ποινικού μητρώου για την εγγραφή μεσίτη αστικών συμβάσεων στο οικείο Επιμελητήριο και ποια αδικήματα αναφέρονται συγκεκριμένα στο έγγραφο;,Reject,factual,medium,doc-30775,252
Τι συνέπειες προβλέπονται αν το Ίδρυμα «Οργανισμός Μεγάρου Μουσικής Αθηνών» παραβιάσει τους όρους χρήσης του παραχωρηθέντος ακινήτου στην Αθήνα;,Accept,factual,medium,doc-30775,253
